instrument,companyName,cik,form,filedDate,accessionNumber,reportDate,primaryDocument,primaryDocDescription,primaryDocumentUrl,detail_url
TON,"CF Industries Holdings, Inc.  (CF)  (CIK 0001324404)",0001324404,8-K,2017-11-01T00:00:00Z,0001324404-17-000023,,,,,https://www.sec.gov/Archives/edgar/data/1324404/000132440417000023/0001324404-17-000023-index.htm
TON,"CF Industries Holdings, Inc.  (CF)  (CIK 0001324404)",0001324404,8-K,2017-02-15T00:00:00Z,0001324404-17-000004,,,,,https://www.sec.gov/Archives/edgar/data/1324404/000132440417000004/0001324404-17-000004-index.htm
BTC,WINKLEVOSS BITCOIN TRUST  (CIK 0001579346),0001579346,S-1/A,2016-12-07T00:00:00Z,0001193125-16-786685,,,,,https://www.sec.gov/Archives/edgar/data/1579346/000119312516786685/0001193125-16-786685-index.htm
BTC,WINKLEVOSS BITCOIN TRUST  (CIK 0001579346),0001579346,S-1/A,2016-06-29T00:00:00Z,0001193125-16-636535,,,,,https://www.sec.gov/Archives/edgar/data/1579346/000119312516636535/0001193125-16-636535-index.htm
TON,"Intrepid Potash, Inc.  (IPI)  (CIK 0001421461)",0001421461,8-K,2016-02-29T00:00:00Z,0001421461-16-000029,,,,,https://www.sec.gov/Archives/edgar/data/1421461/000142146116000029/0001421461-16-000029-index.htm
TON,BON TON STORES INC  (CIK 0000878079),0000878079,8-K,2016-01-19T00:00:00Z,0001104659-16-090308,,,,,https://www.sec.gov/Archives/edgar/data/878079/000110465916090308/0001104659-16-090308-index.htm
TON,"CF Industries Holdings, Inc.  (CF)  (CIK 0001324404)",0001324404,425,2015-11-05T00:00:00Z,0001104659-15-075851,,,,,https://www.sec.gov/Archives/edgar/data/1324404/000110465915075851/0001104659-15-075851-index.htm
TON,"CF Industries Holdings, Inc.  (CF)  (CIK 0001324404)",0001324404,8-K,2015-08-06T00:00:00Z,0001104659-15-056609,,,,,https://www.sec.gov/Archives/edgar/data/1324404/000110465915056609/0001104659-15-056609-index.htm
TON,ARCH COAL INC  (ARCH)  (CIK 0001037676),0001037676,8-K,2015-07-30T00:00:00Z,0001104659-15-054657,,,,,https://www.sec.gov/Archives/edgar/data/1037676/000110465915054657/0001104659-15-054657-index.htm
TON,Clearwater Paper Corp  (CLW)  (CIK 0001441236),0001441236,8-K,2015-07-30T00:00:00Z,0001157523-15-002643,,,,,https://www.sec.gov/Archives/edgar/data/1441236/000115752315002643/0001157523-15-002643-index.htm
TON,"CF Industries Holdings, Inc.  (CF)  (CIK 0001324404)",0001324404,8-K,2015-05-07T00:00:00Z,0001104659-15-034981,,,,,https://www.sec.gov/Archives/edgar/data/1324404/000110465915034981/0001104659-15-034981-index.htm
TON,"Alpha Natural Resources, Inc.  (CIK 0001301063)",0001301063,8-K,2015-04-30T00:00:00Z,0001301063-15-000027,,,,,https://www.sec.gov/Archives/edgar/data/1301063/000130106315000027/0001301063-15-000027-index.htm
TON,ARCH COAL INC  (ARCH)  (CIK 0001037676),0001037676,8-K,2015-04-21T00:00:00Z,0001104659-15-028900,,,,,https://www.sec.gov/Archives/edgar/data/1037676/000110465915028900/0001104659-15-028900-index.htm
TON,"Intrepid Potash, Inc.  (IPI)  (CIK 0001421461)",0001421461,8-K,2015-02-18T00:00:00Z,0001421461-15-000004,,,,,https://www.sec.gov/Archives/edgar/data/1421461/000142146115000004/0001421461-15-000004-index.htm
TON,"Alpha Natural Resources, Inc.  (CIK 0001301063)",0001301063,8-K,2015-02-12T00:00:00Z,0001301063-15-000010,,,,,https://www.sec.gov/Archives/edgar/data/1301063/000130106315000010/0001301063-15-000010-index.htm
TON,HERTZ GLOBAL HOLDINGS INC  (HRI)  (CIK 0001364479),0001364479,8-K,2014-12-19T00:00:00Z,0001104659-14-087954,,,,,https://www.sec.gov/Archives/edgar/data/1364479/000110465914087954/0001104659-14-087954-index.htm
TON,"CF Industries Holdings, Inc.  (CF)  (CIK 0001324404)",0001324404,8-K,2014-11-06T00:00:00Z,0001104659-14-077238,,,,,https://www.sec.gov/Archives/edgar/data/1324404/000110465914077238/0001104659-14-077238-index.htm
TON,ARCH COAL INC  (ARCH)  (CIK 0001037676),0001037676,8-K,2014-10-28T00:00:00Z,0001104659-14-074171,,,,,https://www.sec.gov/Archives/edgar/data/1037676/000110465914074171/0001104659-14-074171-index.htm
TON,"Intrepid Potash, Inc.  (IPI)  (CIK 0001421461)",0001421461,8-K,2014-04-30T00:00:00Z,0001421461-14-000009,,,,,https://www.sec.gov/Archives/edgar/data/1421461/000142146114000009/0001421461-14-000009-index.htm
TON,CLIFFS NATURAL RESOURCES INC.  (CLF)  (CIK 0000764065),0000764065,8-K,2014-04-24T00:00:00Z,0000764065-14-000042,,,,,https://www.sec.gov/Archives/edgar/data/764065/000076406514000042/0000764065-14-000042-index.htm
TON,Rhino Resource Partners LP  (CIK 0001490630),0001490630,8-K,2014-02-27T00:00:00Z,0001171843-14-000990,,,,,https://www.sec.gov/Archives/edgar/data/1490630/000117184314000990/0001171843-14-000990-index.htm
TON,CLIFFS NATURAL RESOURCES INC.  (CLF)  (CIK 0000764065),0000764065,8-K,2013-10-24T00:00:00Z,0000764065-13-000025,,,,,https://www.sec.gov/Archives/edgar/data/764065/000076406513000025/0000764065-13-000025-index.htm
TON,"Alpha Natural Resources, Inc.  (CIK 0001301063)",0001301063,8-K,2013-08-02T00:00:00Z,0001301063-13-000039,,,,,https://www.sec.gov/Archives/edgar/data/1301063/000130106313000039/0001301063-13-000039-index.htm
TON,ARCH COAL INC  (ARCH)  (CIK 0001037676),0001037676,8-K,2013-07-30T00:00:00Z,0001104659-13-057567,,,,,https://www.sec.gov/Archives/edgar/data/1037676/000110465913057567/0001104659-13-057567-index.htm
TON,CLIFFS NATURAL RESOURCES INC.  (CLF)  (CIK 0000764065),0000764065,8-K,2013-07-25T00:00:00Z,0000764065-13-000019,,,,,https://www.sec.gov/Archives/edgar/data/764065/000076406513000019/0000764065-13-000019-index.htm
TON,"SunCoke Energy Partners, L.P.  (CIK 0001555538)",0001555538,8-K,2013-03-11T00:00:00Z,0001193125-13-099899,,,,,https://www.sec.gov/Archives/edgar/data/1555538/000119312513099899/0001193125-13-099899-index.htm
TON,BON TON STORES INC  (CIK 0000878079),0000878079,8-K,2013-02-05T00:00:00Z,0001104659-13-007581,,,,,https://www.sec.gov/Archives/edgar/data/878079/000110465913007581/0001104659-13-007581-index.htm
TON,ARCH COAL INC  (ARCH)  (CIK 0001037676),0001037676,8-K,2013-02-05T00:00:00Z,0001104659-13-007331,,,,,https://www.sec.gov/Archives/edgar/data/1037676/000110465913007331/0001104659-13-007331-index.htm
TON,CLIFFS NATURAL RESOURCES INC.  (CLF)  (CIK 0000764065),0000764065,8-K,2012-07-26T00:00:00Z,0001193125-12-315864,,,,,https://www.sec.gov/Archives/edgar/data/764065/000119312512315864/0001193125-12-315864-index.htm
TON,ARCH COAL INC  (ARCH)  (CIK 0001037676),0001037676,8-K,2012-05-01T00:00:00Z,0001104659-12-030995,,,,,https://www.sec.gov/Archives/edgar/data/1037676/000110465912030995/0001104659-12-030995-index.htm
TON,"Alpha Natural Resources, Inc.  (CIK 0001301063)",0001301063,8-K,2012-02-24T00:00:00Z,0001301063-12-000011,,,,,https://www.sec.gov/Archives/edgar/data/1301063/000130106312000011/0001301063-12-000011-index.htm
TON,CLIFFS NATURAL RESOURCES INC.  (CLF)  (CIK 0000764065),0000764065,8-K,2011-07-28T00:00:00Z,0001193125-11-200727,,,,,https://www.sec.gov/Archives/edgar/data/764065/000119312511200727/0001193125-11-200727-index.htm
TON,Oxford Resource Partners LP  (CIK 0001412347),0001412347,S-1/A,2010-06-25T00:00:00Z,0000950123-10-060864,,,,,https://www.sec.gov/Archives/edgar/data/1412347/000095012310060864/0000950123-10-060864-index.htm
TON,Oxford Resource Partners LP  (CIK 0001412347),0001412347,S-1/A,2010-04-21T00:00:00Z,0000950123-10-036742,,,,,https://www.sec.gov/Archives/edgar/data/1412347/000095012310036742/0000950123-10-036742-index.htm
TON,BON TON STORES INC  (CIK 0000878079),0000878079,10-K,2010-04-16T00:00:00Z,0000950123-10-035503,,,,,https://www.sec.gov/Archives/edgar/data/878079/000095012310035503/0000950123-10-035503-index.htm
TON,ARCH COAL INC  (ARCH)  (CIK 0001037676),0001037676,8-K,2010-01-29T00:00:00Z,0000950123-10-006415,,,,,https://www.sec.gov/Archives/edgar/data/1037676/000095012310006415/0000950123-10-006415-index.htm
TON,ARCH COAL INC  (ARCH)  (CIK 0001037676),0001037676,8-K,2008-02-01T00:00:00Z,0000950124-08-000455,,,,,https://www.sec.gov/Archives/edgar/data/1037676/000095012408000455/0000950124-08-000455-index.htm
TON,"BOISE CASCADE HOLDINGS, L.L.C.  (CIK 0001317436)",0001317436,8-K,2007-05-09T00:00:00Z,0001104659-07-037309,,,,,https://www.sec.gov/Archives/edgar/data/1317436/000110465907037309/0001104659-07-037309-index.htm
TON,BON TON STORES INC  (CIK 0000878079),0000878079,8-K,2006-02-17T00:00:00Z,0000893220-06-000335,,,,,https://www.sec.gov/Archives/edgar/data/878079/000089322006000335/0000893220-06-000335-index.htm
TON,BOISE CASCADE CO  (CIK 0001317436),0001317436,8-K,2005-11-03T00:00:00Z,0001104659-05-052180,,,,,https://www.sec.gov/Archives/edgar/data/1317436/000110465905052180/0001104659-05-052180-index.htm
TON,BON TON STORES INC  (CIK 0000878079),0000878079,8-K,2005-10-31T00:00:00Z,0000893220-05-002443,,,,,https://www.sec.gov/Archives/edgar/data/878079/000089322005002443/0000893220-05-002443-index.htm
TON,BON TON STORES INC  (CIK 0000878079),0000878079,8-K,2005-06-23T00:00:00Z,0000893220-05-001452,,,,,https://www.sec.gov/Archives/edgar/data/878079/000089322005001452/0000893220-05-001452-index.htm
TON,CB BANCSHARES INC/HI  (CIK 0000316312),0000316312,8-K,2003-11-05T00:00:00Z,0000950172-03-003214,,,,,https://www.sec.gov/Archives/edgar/data/316312/000095017203003214/0000950172-03-003214-index.htm
TON,FMC CORP  (FMC)  (CIK 0000037785),0000037785,8-K,2001-03-27T00:00:00Z,0000950131-01-500335,,,,,https://www.sec.gov/Archives/edgar/data/37785/000095013101500335/0000950131-01-500335-index.htm
