instrument,timestamp_utc,open_price,high_price,low_price,close_price,record_timestamp_utc
LSE:MAG7,2025-09-16 14:25:00+00:00,35.42,35.49,35.42,35.49,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 14:30:00+00:00,35.5,35.55,35.5,35.55,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 14:35:00+00:00,35.68,35.7,35.62,35.62,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 14:50:00+00:00,35.75,35.8,35.72,35.72,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 14:55:00+00:00,35.79,35.79,35.6,35.6,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 15:00:00+00:00,35.59,35.59,35.4,35.4,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 15:05:00+00:00,35.4,35.45,35.31,35.31,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 15:10:00+00:00,35.31,35.39,35.31,35.39,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 15:15:00+00:00,35.67,35.72,35.67,35.72,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 15:20:00+00:00,35.68,35.82,35.68,35.82,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 15:25:00+00:00,35.72,35.74,35.72,35.74,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 15:35:00+00:00,35.5,35.5,35.5,35.5,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 07:00:00+00:00,35.52,35.71,35.5,35.69,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 07:05:00+00:00,35.69,35.69,35.69,35.69,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 07:10:00+00:00,35.7,35.7,35.7,35.7,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 07:15:00+00:00,35.71,35.71,35.71,35.71,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 07:25:00+00:00,35.69,35.71,35.62,35.71,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 07:30:00+00:00,35.77,35.79,35.77,35.79,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 07:35:00+00:00,35.71,35.71,35.69,35.69,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 07:45:00+00:00,35.72,35.8,35.7,35.8,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 07:50:00+00:00,35.69,35.71,35.69,35.69,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 08:00:00+00:00,35.69,35.72,35.65,35.65,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 08:05:00+00:00,35.51,35.66,35.4,35.66,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 08:10:00+00:00,35.62,35.62,35.41,35.41,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 08:20:00+00:00,35.38,35.38,35.38,35.38,2025-09-20 17:52:14
